album,album_id,album_link,artist,rating,rev_date,reviewer,year
The Commercial Album: 25th Anniversary Edition,6766,http://www.pitchfork.com/reviews/albums/6766-the-commercial-album-25th-anniversary-edition/,The Residents,7,"November 15, 2004",Cameron Macdonald,2004
Black Holes in the Sand,3641,http://www.pitchfork.com/reviews/albums/3641-black-holes-in-the-sand/,Gravenhurst,7.3,"November 15, 2004",Matthew Murphy,2004
Aghast Agape,6556,http://www.pitchfork.com/reviews/albums/6556-aghast-agape/,Prosaics,6.7,"November 14, 2004",David Moore,2004
Creative Playthings,2731,http://www.pitchfork.com/reviews/albums/2731-creative-playthings/,Electric Company,7.1,"November 14, 2004",Cameron Macdonald,2004
Disciples of the 36 Chambers: Chapter 1,8747,http://www.pitchfork.com/reviews/albums/8747-disciples-of-the-36-chambers-chapter-1/,Wu-Tang Clan,7.9,"November 14, 2004",Brian Howe,2004
Songs About the Ocean,11641010,http://www.pitchfork.com/reviews/albums/11641-songs-about-the-ocean-high-water-marks010-ulysses/,High Water Marks,6.8,"November 14, 2004",Joe Tangari,2004
The Ultimate Collection,4350,http://www.pitchfork.com/reviews/albums/4350-the-ultimate-collection/,Michael Jackson,8,"November 14, 2004",Tom Breihan,2004
Encore,2772,http://www.pitchfork.com/reviews/albums/2772-encore/,Eminem,6.5,"November 11, 2004",Scott Plagenhoef,2004
A Treasury,2446,http://www.pitchfork.com/reviews/albums/2446-a-treasury/,Nick Drake,3.3,"November 11, 2004",Sam Ubl,2004
Paradise Now,3997,http://www.pitchfork.com/reviews/albums/3997-paradise-now/,Hall of Fame,8.4,"November 11, 2004",Matthew Murphy,2004
Love Suffers Long,7787,http://www.pitchfork.com/reviews/albums/7787-love-suffers-long/,Smoke and Smoke,7.5,"November 11, 2004",Brian Howe,2004
Retrospective,7786,http://www.pitchfork.com/reviews/albums/7786-retrospective/,Smith & Mighty,6.4,"November 11, 2004",Cameron Macdonald,2004
Special Herbs Vol. 3-8,5615,http://www.pitchfork.com/reviews/albums/5615-special-herbs-vol-3-8/,Metal Fingers,7.5,"November 10, 2004",Jamin Warren,2004
Serial Hodgepodge,4972,http://www.pitchfork.com/reviews/albums/4972-serial-hodgepodge/,Lusine,6.8,"November 10, 2004",Nick Sylvester,2004
Tanakh,7928,http://www.pitchfork.com/reviews/albums/7928-tanakh/,Tanakh,7.6,"November 10, 2004",Mark Richardson,2004
Kompilation,2055,http://www.pitchfork.com/reviews/albums/2055-kompilation/,Various Artists,8,"November 10, 2004",Matthew Murphy,2004
Monster Movie,11698,http://www.pitchfork.com/reviews/albums/11698-monster-moviesoundtrackstago-magoege-bamyasi/,Can,8.7,"November 10, 2004",Dominique Leone,2004
Poison & Snakes,4348,http://www.pitchfork.com/reviews/albums/4348-poison-snakes/,Liz Janes,6,"November 9, 2004",Nick Sylvester,2004
Of Natural History,7785,http://www.pitchfork.com/reviews/albums/7785-of-natural-history/,Sleepytime Gorilla Museum,7.3,"November 9, 2004",David Moore,2004
The Giant Pin,1511,http://www.pitchfork.com/reviews/albums/1511-the-giant-pin-with-the-singers/,The Nels Cline Singers,7,"November 9, 2004",Sam Ubl,2004
Relationship of Command,329,http://www.pitchfork.com/reviews/albums/329-relationship-of-command/,At the Drive-In,6.1,"November 9, 2004",Mark Richard-San & Ryan Schreiber,2004
Speaking for Trees,1345,http://www.pitchfork.com/reviews/albums/1345-speaking-for-trees/,Cat Power,6.1,"November 9, 2004",Stephen M. Deusner,2004
Acoustic / Rock 'n' Roll,4732,http://www.pitchfork.com/reviews/albums/4732-acoustic-rock-n-roll/,John Lennon,7.1,"November 9, 2004",Marc Hogan,2004
City at Night,3064,http://www.pitchfork.com/reviews/albums/3064-city-at-night/,The Firebird Band,6.8,"November 8, 2004",Joe Tangari,2004
The SpongeBob SquarePants Movie,7892,http://www.pitchfork.com/reviews/albums/7892-the-spongebob-squarepants-movie/,Various Artists,3.9,"November 8, 2004",David Moore,2004
We Move Through Weather,7943,http://www.pitchfork.com/reviews/albums/7943-we-move-through-weather/,Tarentel,7.6,"November 8, 2004",Cameron Macdonald,2004
Panopticon,4136,http://www.pitchfork.com/reviews/albums/4136-panopticon/,Isis,8.4,"November 8, 2004",Brandon Stosuy,2004
Fabric 17,,http://www.pitchfork.com/reviews/albums/92-fabric-17/,Akufen,8.2,"November 8, 2004",Scott Plagenhoef,2004
Friday Night Lights OST,2880,http://www.pitchfork.com/reviews/albums/2880-friday-night-lights-ost/,Explosions in the Sky,5.5,"November 7, 2004",Sam Ubl,2004
Perfect Colors,5212,http://www.pitchfork.com/reviews/albums/5212-perfect-colors/,Mellow,8.1,"November 7, 2004",Derek Miller,2004
It Always Will Be,5905,http://www.pitchfork.com/reviews/albums/5905-it-always-will-be/,Willie Nelson,7.8,"November 7, 2004",Stephen Deusner,2004
Isms,3328,http://www.pitchfork.com/reviews/albums/3328-isms/,Flat Earth Society,7.2,"November 7, 2004",Matthew Murphy,2004
Anniemal,456,http://www.pitchfork.com/reviews/albums/456-anniemal/,Annie,8.8,"November 7, 2004",Scott Plagenhoef,2004
Terra Incognita: Ambient Works 1975-Present [featuring Boyd Rice],58301975,http://www.pitchfork.com/reviews/albums/5830-terra-incognita-ambient-works-1975-present-featuring-boyd-rice/,Non / Boyd Rice,7.2,"November 4, 2004",Cameron Macdonald,2004
Remixes 81-04,2284,http://www.pitchfork.com/reviews/albums/2284-remixes-81-04/,Depeche Mode,5.9,"November 4, 2004",Marc Hogan,2004
The (im)possibility of Longing,6557,http://www.pitchfork.com/reviews/albums/6557-the-impossibility-of-longing/,Pattern Is Movement,8.3,"November 4, 2004",Joe Tangari,2004
The Revolution of Yung Havoks,8536,http://www.pitchfork.com/reviews/albums/8536-the-revolution-of-yung-havoks/,Vordul Mega,7,"November 4, 2004",Brian Howe,2004
The Tigers Have Spoken,1324,http://www.pitchfork.com/reviews/albums/1324-the-tigers-have-spoken/,Neko Case,7.6,"November 4, 2004",Stephen Deusner,2004
Touch Not the Cat,3327,http://www.pitchfork.com/reviews/albums/3327-touch-not-the-cat/,Jake Fairley,7.1,"November 3, 2004",Derek Miller,2004
Gogol Bordello vs. Tamir Muskat,4347,http://www.pitchfork.com/reviews/albums/4347-gogol-bordello-vs-tamir-muskat/,J.U.F.,5.9,"November 3, 2004",David Moore,2004
Dear Heather,1530,http://www.pitchfork.com/reviews/albums/1530-dear-heather/,Leonard Cohen,8,"November 3, 2004",Brian Howe,2004
Yes Yes Okay Okay,3657,http://www.pitchfork.com/reviews/albums/3657-yes-yes-okay-okay/,The Graves,7.1,"November 3, 2004",Chris Dahlen,2004
Do You Want New Wave or Do You Want the Soft Pink Truth?,7315,http://www.pitchfork.com/reviews/albums/7315-do-you-want-new-wave-or-do-you-want-the-soft-pink-truth/,The Soft Pink Truth,8.5,"November 3, 2004",Cameron Macdonald,2004
DFA Compilation #2,2032,http://www.pitchfork.com/reviews/albums/2032-dfa-compilation-2/,Various Artists,9,"November 3, 2004",Nick Sylvester,2004
Gold Medal,2422,http://www.pitchfork.com/reviews/albums/2422-gold-medal/,The Donnas,5.5,"November 2, 2004",Johnny Loftus,2004
"Shotgun Wedding Vol. 3: Oh, So Now You Fuckers Wanna Dance?",4410,http://www.pitchfork.com/reviews/albums/4410-shotgun-wedding-vol-3-oh-so-now-you-fuckers-wanna-dance-with-cex/,Cex / Kid606,7.2,"November 2, 2004",Cameron Macdonald,2004
Niceland,5613,http://www.pitchfork.com/reviews/albums/5613-niceland/,Mugison,7,"November 2, 2004",Matthew Murphy,2004
The Trickle Down Theory of Lord Knows What,7571,http://www.pitchfork.com/reviews/albums/7571-the-trickle-down-theory-of-lord-knows-what/,Sunburned Hand of the Man,7.2,"November 2, 2004",Sam Ubl,2004
Below the Radio,3548,http://www.pitchfork.com/reviews/albums/3548-below-the-radio/,Grandaddy,7.3,"November 1, 2004",Brian Howe,2004
The Wilco Book,8681,http://www.pitchfork.com/reviews/albums/8681-the-wilco-book/,Wilco,7.5,"October 31, 2004",Joe Tangari,2004
The West Is the Future,4587,http://www.pitchfork.com/reviews/albums/4587-the-west-is-the-future/,Kid Dakota,7.2,"October 31, 2004",Matthew Murphy,2004
Breach EP,7784,http://www.pitchfork.com/reviews/albums/7784-breach-ep/,Shivaree,6.9,"October 31, 2004",Stephen Deusner,2004
High Water,11729,http://www.pitchfork.com/reviews/albums/11729-high-water-markcollecting-the-kid/,El-P,7.2,"October 31, 2004",David Moore,2004
Matt Sharp,7708,http://www.pitchfork.com/reviews/albums/7708-matt-sharp/,Matt Sharp,6.3,"October 28, 2004",Marc Hogan,2004
"You're a Woman, I'm a Machine",2587,http://www.pitchfork.com/reviews/albums/2587-youre-a-woman-im-a-machine/,Death From Above 1979,8.3,"October 28, 2004",Nick Sylvester,2004
Matador at Fifteen,1928,http://www.pitchfork.com/reviews/albums/1928-matador-at-fifteen/,Various Artists,6.5,"October 28, 2004",Marc Hogan,2004
Sun Q,4050,http://www.pitchfork.com/reviews/albums/4050-sun-q/,IQU,7.6,"October 28, 2004",Liam Singer,2004
"Couture, Couture, Couture",3326,http://www.pitchfork.com/reviews/albums/3326-couture-couture-couture/,Frausdots,6.7,"October 28, 2004",Derek Miller,2004
Here Comes Everyone,129,http://www.pitchfork.com/reviews/albums/129-here-comes-everyone/,Aloha,7.2,"October 28, 2004",David Moore,2004
Special Gunpowder,2586,http://www.pitchfork.com/reviews/albums/2586-special-gunpowder/,DJ /rupture,7.7,"October 27, 2004",Scott Plagenhoef,2004
Witch Season,1637,http://www.pitchfork.com/reviews/albums/1637-witch-season/,The Court & Spark,7.8,"October 27, 2004",Sam Ubl,2004
Nothing Is Cool,5612,http://www.pitchfork.com/reviews/albums/5612-nothing-is-cool/,McEnroe and Birdapres,5.1,"October 27, 2004",Cameron Macdonald,2004
Unfinished Business,4220,http://www.pitchfork.com/reviews/albums/4220-unfinished-business-with-r-kelly/,Jay Z / R. Kelly,6.7,"October 27, 2004",Tom Breihan,2004
Cough,758,http://www.pitchfork.com/reviews/albums/758-cough/,Black Eyes,6.9,"October 26, 2004",Joe Tangari,2004
"Thunder, Lightning, Strike",3654,http://www.pitchfork.com/reviews/albums/3654-thunder-lightning-strike/,The Go! Team,8.7,"October 26, 2004",Ryan Schreiber,2004
Shock City Maverick,604,http://www.pitchfork.com/reviews/albums/604-shock-city-maverick/,Beans,6.8,"October 26, 2004",Derek Miller,2004
Goodnight Nobody,2409,http://www.pitchfork.com/reviews/albums/2409-goodnight-nobody/,Julie Doiron,7.4,"October 26, 2004",Matthew Murphy,2004
Improvika,1139,http://www.pitchfork.com/reviews/albums/1139-improvika/,Sir Richard Bishop,7.9,"October 26, 2004",Matthew Murphy,2004
The Doldrums,6553,http://www.pitchfork.com/reviews/albums/6553-the-doldrums/,Ariel Pink's Haunted Graffiti,5,"October 25, 2004",Nick Sylvester,2004
Demos,3225,http://www.pitchfork.com/reviews/albums/3225-demos/,Edith Frost,7.9,"October 25, 2004",Stephen M. Deusner,2004
Sur les Traces de Black Eskimo,4963,http://www.pitchfork.com/reviews/albums/4963-sur-les-traces-de-black-eskimo/,Les Georges Leningrad,7.8,"October 25, 2004",Brian Howe,2004
Key,7327,http://www.pitchfork.com/reviews/albums/7327-key/,Son Ambulance,7.5,"October 25, 2004",Brian Howe,2004
"Crooked Rain, Crooked Rain: LA's Desert Origins",6200,http://www.pitchfork.com/reviews/albums/6200-crooked-rain-crooked-rain-las-desert-origins/,Pavement,10,"October 25, 2004",Mark Richardson,2004
Rendezvous,4919,http://www.pitchfork.com/reviews/albums/4919-rendezvous/,Luna,7.3,"October 24, 2004",Joe Tangari,2004
The Dead Texan,2585,http://www.pitchfork.com/reviews/albums/2585-the-dead-texan/,The Dead Texan,8.2,"October 24, 2004",Liam Singer,2004
Medications EP,5610,http://www.pitchfork.com/reviews/albums/5610-medications-ep/,Medications,7.5,"October 24, 2004",Joe Tangari,2004
Spooked,3889,http://www.pitchfork.com/reviews/albums/3889-spooked/,Robyn Hitchcock,7.2,"October 24, 2004",Stephen M. Deusner,2004
Seadrum/House of Sun,11679,http://www.pitchfork.com/reviews/albums/11679-seadrumhouse-of-sun/,Boredoms,6,"October 24, 2004",Dominique Leone,2004
Never Breathe What You Can't See,688,http://www.pitchfork.com/reviews/albums/688-never-breathe-what-you-cant-see-with-melvins/,Jello Biafra / Melvins,7.3,"October 21, 2004",David Moore,2004
Shake the Sheets,4741,http://www.pitchfork.com/reviews/albums/4741-shake-the-sheets/,Ted Leo and the Pharmacists,7,"October 21, 2004",Rob Mitchum,2004
Happy Like an Autumn Tree,1722,http://www.pitchfork.com/reviews/albums/1722-happy-like-an-autumn-tree/,Cyann & Ben,7.2,"October 21, 2004",Nick Sylvester,2004
Songs for Europe,4228,http://www.pitchfork.com/reviews/albums/4228-songs-for-europe-with-janek-schaefer/,Philip Jeck / Janek Schaefer,7.6,"October 21, 2004",Cameron Macdonald,2004
Days vs. Nights,8273,http://www.pitchfork.com/reviews/albums/8273-days-vs-nights/,Trouble Everyday,7.7,"October 21, 2004",Sam Ubl,2004
Just Another Diamond Day,1135,http://www.pitchfork.com/reviews/albums/1135-just-another-diamond-day/,Vashti Bunyan,9,"October 20, 2004",Matthew Murphy,2004
Eucademix,3996,http://www.pitchfork.com/reviews/albums/3996-eucademix/,Yuka Honda,7.5,"October 20, 2004",Johnny Loftus,2004
Biggest Bluest Hi-Fi,1749,http://www.pitchfork.com/reviews/albums/1749-biggest-bluest-hi-fi/,Camera Obscura,7.5,"October 20, 2004",Marc Hogan,2004
Dead Combo,2584,http://www.pitchfork.com/reviews/albums/2584-dead-combo/,Dead Combo,7.5,"October 20, 2004",Sam Ubl,2004
This Island,4706,http://www.pitchfork.com/reviews/albums/4706-this-island/,Le Tigre,3.3,"October 20, 2004",Nick Sylvester,2004
I Heart Huckabees,1134,http://www.pitchfork.com/reviews/albums/1134-i-heart-huckabees/,Jon Brion,7,"October 19, 2004",David Moore,2004
Futures,4262,http://www.pitchfork.com/reviews/albums/4262-futures/,Jimmy Eat World,3,"October 19, 2004",Marc Hogan,2004
StÌ©rÌ©otypie,2127,http://www.pitchfork.com/reviews/albums/2127-stereotypie/,DACM,7.8,"October 19, 2004",Cameron Macdonald,2004
Apples and Synthesizers,7782,http://www.pitchfork.com/reviews/albums/7782-apples-and-synthesizers/,Solvent,8,"October 19, 2004",Derek Miller,2004
Left of the Dial: Dispatches from the 80s Underground,1970,http://www.pitchfork.com/reviews/albums/1970-left-of-the-dial-dispatches-from-the-80s-underground/,Various Artists,8.3,"October 19, 2004",Chris Dahlen,2004
A Gun to the Head: A Selection from the Ace of Hearts Era,5575,http://www.pitchfork.com/reviews/albums/5575-a-gun-to-the-head-a-selection-from-the-ace-of-hearts-era/,Mission of Burma,9,"October 18, 2004",Brian Howe,2004
United States of America,8385,http://www.pitchfork.com/reviews/albums/8385-united-states-of-america/,United States of America,8.9,"October 18, 2004",Cameron Macdonald,2004
1+1=Ate,4586,http://www.pitchfork.com/reviews/albums/4586-11ate/,Knockout Pills,7.7,"October 18, 2004",Stephen M. Deusner,2004
Harmony and Abyss,7120,http://www.pitchfork.com/reviews/albums/7120-harmony-and-abyss/,Matthew Shipp,7.2,"October 18, 2004",Matthew Murphy,2004
The New Danger,5441,http://www.pitchfork.com/reviews/albums/5441-the-new-danger/,Mos Def,5.4,"October 18, 2004",Jamin Warren,2004
Please Describe Yourself,2583,http://www.pitchfork.com/reviews/albums/2583-please-describe-yourself/,Dogs Die in Hot Cars,6.3,"October 17, 2004",Marc Hogan,2004
From a Basement on the Hill,7270,http://www.pitchfork.com/reviews/albums/7270-from-a-basement-on-the-hill/,Elliott Smith,7.2,"October 17, 2004",Amanda Petrusich,2004
Has Been,7781,http://www.pitchfork.com/reviews/albums/7781-has-been/,William Shatner,7.5,"October 17, 2004",Jonathan Zwickel,2004
Late,2582,http://www.pitchfork.com/reviews/albums/2582-late/,Duo505,7,"October 17, 2004",Cameron Macdonald,2004
The Same and the Other,432,http://www.pitchfork.com/reviews/albums/432-the-same-and-the-other/,Ahleuchatistas,8,"October 17, 2004",Joe Tangari,2004
Does the Cosmic Shepherd Dream of Electric Tapirs?,,http://www.pitchfork.com/reviews/albums/24-does-the-cosmic-shepherd-dream-of-electric-tapirs/,Acid Mothers Temple,6.8,"October 14, 2004",Matthew Murphy,2004
We Fight Til Death,8783,http://www.pitchfork.com/reviews/albums/8783-we-fight-til-death/,Windsor for the Derby,8.3,"October 14, 2004",Derek Miller,2004
New Pagan Love Song,1133,http://www.pitchfork.com/reviews/albums/1133-new-pagan-love-song/,Paul Brill,7.4,"October 14, 2004",Sam Ubl,2004
The Delicate Seam,811,http://www.pitchfork.com/reviews/albums/811-the-delicate-seam/,The Bloodthirsty Lovers,7,"October 14, 2004",Brian Howe,2004
Bibidi Babidi Boo,2254,http://www.pitchfork.com/reviews/albums/2254-bibidi-babidi-boo/,Deerhoof,6,"October 14, 2004",David Moore,2004
Miss Machine,2315,http://www.pitchfork.com/reviews/albums/2315-miss-machine/,The Dillinger Escape Plan,6.8,"October 13, 2004",David Moore,2004
Slew,2581,http://www.pitchfork.com/reviews/albums/2581-slew/,Thomas Dimuzio,8.3,"October 13, 2004",Cameron Macdonald,2004
Moment Returns,8252,http://www.pitchfork.com/reviews/albums/8252-moment-returns/,Triosk,7.8,"October 13, 2004",Mark Richardson,2004
On the Offensive EP,6438,http://www.pitchfork.com/reviews/albums/6438-on-the-offensive-ep/,Poster Children,7,"October 13, 2004",Johnny Loftus,2004
Crimes,809,http://www.pitchfork.com/reviews/albums/809-crimes/,The Blood Brothers,7.5,"October 13, 2004",Rob Harvilla,2004
New Roman Times,1266,http://www.pitchfork.com/reviews/albums/1266-new-roman-times/,Camper Van Beethoven,7,"October 12, 2004",Matthew Murphy,2004
"Birds, Beasts & Flowers EP",3993,http://www.pitchfork.com/reviews/albums/3993-birds-beasts-flowers-ep-split-with-autumn-defense/,The Autumn Defense / Hem,6.8,"October 12, 2004",Liam Singer,2004
Shredders Dub,1783,http://www.pitchfork.com/reviews/albums/1783-shredders-dub/,Calamalka,8,"October 12, 2004",Cameron Macdonald,2004
Desperate Straights,7780,http://www.pitchfork.com/reviews/albums/7780-desperate-straights-with-henry-cow/,Henry Cow / Slapp Happy,8.2,"October 12, 2004",Dominique Leone,2004
The Folded Palm,3267,http://www.pitchfork.com/reviews/albums/3267-the-folded-palm/,Frog Eyes,7.5,"October 12, 2004",Nick Sylvester,2004
MaÌ±ana,7009,http://www.pitchfork.com/reviews/albums/7009-manana/,Savath y Savalas,7.4,"October 11, 2004",Rob Mitchum,2004
Treble & Tremble,2653,http://www.pitchfork.com/reviews/albums/2653-treble-tremble/,Earlimart,8,"October 11, 2004",Michael Idov,2004
All the Leaves Are Gone,3324,http://www.pitchfork.com/reviews/albums/3324-all-the-leaves-are-gone-with-the-supposed/,Josephine Foster / The Supposed,7.7,"October 11, 2004",Nick Sylvester,2004
One in an Infinity of Ways,455,http://www.pitchfork.com/reviews/albums/455-one-in-an-infinity-of-ways/,Ammoncontact,6.9,"October 11, 2004",Cameron Macdonald,2004
Summer in Abaddon,6299,http://www.pitchfork.com/reviews/albums/6299-summer-in-abaddon/,Pinback,8.1,"October 11, 2004",Stephen M. Deusner,2004
kpt.michi.gan,4526,http://www.pitchfork.com/reviews/albums/4526-kptmichigan/,kpt.michi.gan,6.2,"October 10, 2004",Derek Miller,2004
Frank Black Francis,784,http://www.pitchfork.com/reviews/albums/784-frank-black-francis/,Frank Black,7.4,"October 10, 2004",Joe Tangari,2004
Our Shadows Will Remain,303,http://www.pitchfork.com/reviews/albums/303-our-shadows-will-remain/,Joseph Arthur,7.8,"October 10, 2004",Stephen M. Deusner,2004
